"동별,""독거노인별"",""성별"",""항목"",""단위"",""2019 년"",""2020 년"",""2021 년"",""2022 년"",""2023 년"","
"화곡8동,""일   반"",""남"",""독거노인현황(성별)"","""",""197"",""197"",""224"",""246"",""253"","
"화곡8동,""일   반"",""여"",""독거노인현황(성별)"","""",""457"",""448"",""475"",""506"",""521"","
"가양1동,""합계"",""계"",""독거노인현황(성별)"","""",""534"",""487"",""539"",""568"",""584"","
"가양1동,""합계"",""남"",""독거노인현황(성별)"","""",""168"",""160"",""175"",""177"",""172"","
"가양1동,""합계"",""여"",""독거노인현황(성별)"","""",""366"",""327"",""364"",""391"",""412"","
"가양1동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""43"",""61"",""67"",""60"",""68"","
"가양1동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""10"",""18"",""19"",""18"",""21"","
"가양1동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""33"",""43"",""48"",""42"",""47"","
"가양1동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""32"",""21"",""19"",""20"",""22"","
"가양1동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""8"",""5"",""4"",""4"",""7"","
"가양1동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""24"",""16"",""15"",""16"",""15"","
"가양1동,""일   반"",""계"",""독거노인현황(성별)"","""",""459"",""405"",""453"",""488"",""494"","
"가양1동,""일   반"",""남"",""독거노인현황(성별)"","""",""150"",""137"",""152"",""155"",""144"","
"가양1동,""일   반"",""여"",""독거노인현황(성별)"","""",""309"",""268"",""301"",""333"",""350"","
"가양2동,""합계"",""계"",""독거노인현황(성별)"","""",""1348"",""1547"",""1690"",""1926"",""1982"","
"가양2동,""합계"",""남"",""독거노인현황(성별)"","""",""462"",""571"",""630"",""721"",""766"","
"가양2동,""합계"",""여"",""독거노인현황(성별)"","""",""886"",""976"",""1060"",""1205"",""1216"","
"가양2동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""571"",""1009"",""1205"",""1403"",""1477"","
"가양2동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""229"",""388"",""484"",""560"",""609"","
"가양2동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""342"",""621"",""721"",""843"",""868"","
"가양2동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""88"",""85"",""44"",""54"",""45"","
"가양2동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""23"",""26"",""16"",""16"",""18"","
"가양2동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""65"",""59"",""28"",""38"",""27"","
"가양2동,""일   반"",""계"",""독거노인현황(성별)"","""",""689"",""453"",""441"",""469"",""460"","
"가양2동,""일   반"",""남"",""독거노인현황(성별)"","""",""210"",""157"",""130"",""145"",""139"","
"가양2동,""일   반"",""여"",""독거노인현황(성별)"","""",""479"",""296"",""311"",""324"",""321"","
"가양3동,""합계"",""계"",""독거노인현황(성별)"","""",""1116"",""1217"",""1328"",""1425"",""1515"","
"가양3동,""합계"",""남"",""독거노인현황(성별)"","""",""300"",""335"",""378"",""421"",""454"","
"가양3동,""합계"",""여"",""독거노인현황(성별)"","""",""816"",""882"",""950"",""1004"",""1061"","
"가양3동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""619"",""683"",""817"",""884"",""921"","
"가양3동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""184"",""205"",""255"",""285"",""302"","
"가양3동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""435"",""478"",""562"",""599"",""619"","
"가양3동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""59"",""64"",""43"",""42"",""45"","
"가양3동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""7"",""10"",""15"",""8"",""10"","
"가양3동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""52"",""54"",""28"",""34"",""35"","
"가양3동,""일   반"",""계"",""독거노인현황(성별)"","""",""438"",""470"",""468"",""499"",""549"","
"가양3동,""일   반"",""남"",""독거노인현황(성별)"","""",""109"",""120"",""108"",""128"",""142"","
"가양3동,""일   반"",""여"",""독거노인현황(성별)"","""",""329"",""350"",""360"",""371"",""407"","
"발산1동,""합계"",""계"",""독거노인현황(성별)"","""",""732"",""796"",""893"",""995"",""1095"","
"발산1동,""합계"",""남"",""독거노인현황(성별)"","""",""181"",""194"",""224"",""246"",""266"","
"발산1동,""합계"",""여"",""독거노인현황(성별)"","""",""551"",""602"",""669"",""749"",""829"","
"발산1동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""192"",""210"",""281"",""319"",""400"","
"발산1동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""38"",""45"",""66"",""74"",""90"","
"발산1동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""154"",""165"",""215"",""245"",""310"","
"발산1동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""51"",""54"",""42"",""47"",""43"","
"발산1동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""10"",""9"",""8"",""10"",""10"","
"발산1동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""41"",""45"",""34"",""37"",""33"","
"발산1동,""일   반"",""계"",""독거노인현황(성별)"","""",""489"",""532"",""570"",""629"",""652"","
"발산1동,""일   반"",""남"",""독거노인현황(성별)"","""",""133"",""140"",""150"",""162"",""166"","
"발산1동,""일   반"",""여"",""독거노인현황(성별)"","""",""356"",""392"",""420"",""467"",""486"","
"공항동,""합계"",""계"",""독거노인현황(성별)"","""",""914"",""938"",""1021"",""1051"",""1081"","
"공항동,""합계"",""남"",""독거노인현황(성별)"","""",""385"",""384"",""438"",""461"",""453"","
"공항동,""합계"",""여"",""독거노인현황(성별)"","""",""529"",""554"",""583"",""590"",""628"","
"공항동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""166"",""303"",""333"",""374"",""367"","
"공항동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""74"",""122"",""143"",""166"",""153"","
"공항동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""92"",""181"",""190"",""208"",""214"","
"공항동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""45"",""50"",""55"",""44"",""39"","
"공항동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""8"",""16"",""18"",""14"",""13"","
"공항동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""37"",""34"",""37"",""30"",""26"","
"공항동,""일   반"",""계"",""독거노인현황(성별)"","""",""703"",""585"",""633"",""633"",""675"","
"공항동,""일   반"",""남"",""독거노인현황(성별)"","""",""303"",""246"",""277"",""281"",""287"","
"공항동,""일   반"",""여"",""독거노인현황(성별)"","""",""400"",""339"",""356"",""352"",""388"","
"방화1동,""합계"",""계"",""독거노인현황(성별)"","""",""1065"",""1158"",""1228"",""1314"",""1368"","
"방화1동,""합계"",""남"",""독거노인현황(성별)"","""",""342"",""379"",""407"",""436"",""464"","
"방화1동,""합계"",""여"",""독거노인현황(성별)"","""",""723"",""779"",""821"",""878"",""904"","
"방화1동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""212"",""275"",""307"",""351"",""369"","
"방화1동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""70"",""92"",""106"",""133"",""148"","
"방화1동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""142"",""183"",""201"",""218"",""221"","
"방화1동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""88"",""63"",""50"",""35"",""29"","
"방화1동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""22"",""16"",""18"",""8"",""6"","
"방화1동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""66"",""47"",""32"",""27"",""23"","
"방화1동,""일   반"",""계"",""독거노인현황(성별)"","""",""765"",""820"",""871"",""928"",""970"","
"방화1동,""일   반"",""남"",""독거노인현황(성별)"","""",""250"",""271"",""283"",""295"",""310"","
"방화1동,""일   반"",""여"",""독거노인현황(성별)"","""",""515"",""549"",""588"",""633"",""660"","
"방화2동,""합계"",""계"",""독거노인현황(성별)"","""",""1159"",""1346"",""1449"",""1571"",""1667"","
"방화2동,""합계"",""남"",""독거노인현황(성별)"","""",""398"",""463"",""515"",""571"",""592"","
"방화2동,""합계"",""여"",""독거노인현황(성별)"","""",""761"",""883"",""934"",""1000"",""1075"","
"방화2동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""453"",""517"",""609"",""684"",""727"","
"방화2동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""172"",""194"",""235"",""257"",""278"","
"방화2동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""281"",""323"",""374"",""427"",""449"","
"방화2동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""81"",""65"",""40"",""40"",""41"","
"방화2동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""28"",""21"",""12"",""10"",""8"","
"방화2동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""53"",""44"",""28"",""30"",""33"","
"방화2동,""일   반"",""계"",""독거노인현황(성별)"","""",""625"",""764"",""800"",""847"",""899"","
"방화2동,""일   반"",""남"",""독거노인현황(성별)"","""",""198"",""248"",""268"",""304"",""306"","
"방화2동,""일   반"",""여"",""독거노인현황(성별)"","""",""427"",""516"",""532"",""543"",""593"","
"방화3동,""합계"",""계"",""독거노인현황(성별)"","""",""1434"",""1577"",""1722"",""1899"",""1992"","
"방화3동,""합계"",""남"",""독거노인현황(성별)"","""",""459"",""515"",""576"",""632"",""643"","
"방화3동,""합계"",""여"",""독거노인현황(성별)"","""",""975"",""1062"",""1146"",""1267"",""1349"","
"방화3동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""546"",""658"",""818"",""940"",""1000"","
"방화3동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""203"",""247"",""311"",""355"",""380"","
"방화3동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""343"",""411"",""507"",""585"",""620"","
"방화3동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""214"",""76"",""27"",""38"",""36"","
"방화3동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""76"",""23"",""10"",""14"",""12"","
"방화3동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""138"",""53"",""17"",""24"",""24"","
"방화3동,""일   반"",""계"",""독거노인현황(성별)"","""",""674"",""843"",""877"",""921"",""956"","
"방화3동,""일   반"",""남"",""독거노인현황(성별)"","""",""180"",""245"",""255"",""263"",""251"","
"방화3동,""일   반"",""여"",""독거노인현황(성별)"","""",""494"",""598"",""622"",""658"",""705"","
"화곡1동,""합계"",""계"",""독거노인현황(성별)"","""",""1762"",""1779"",""1978"",""2087"",""2261"","
"화곡1동,""합계"",""남"",""독거노인현황(성별)"","""",""605"",""594"",""689"",""737"",""805"","
"화곡1동,""합계"",""여"",""독거노인현황(성별)"","""",""1157"",""1185"",""1289"",""1350"",""1456"","
"화곡1동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""481"",""449"",""522"",""576"",""671"","
"화곡1동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""170"",""168"",""195"",""221"",""274"","
"화곡1동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""311"",""281"",""327"",""355"",""397"","
"화곡1동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""180"",""83"",""58"",""64"",""61"","
"화곡1동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""64"",""24"",""18"",""17"",""18"","
"화곡1동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""116"",""59"",""40"",""47"",""43"","
"화곡1동,""일   반"",""계"",""독거노인현황(성별)"","""",""1101"",""1247"",""1398"",""1447"",""1529"","
"화곡1동,""일   반"",""남"",""독거노인현황(성별)"","""",""371"",""402"",""476"",""499"",""513"","
"화곡1동,""일   반"",""여"",""독거노인현황(성별)"","""",""730"",""845"",""922"",""948"",""1016"","
"우장산동,""합계"",""계"",""독거노인현황(성별)"","""",""731"",""807"",""904"",""996"",""1011"","
"우장산동,""합계"",""남"",""독거노인현황(성별)"","""",""211"",""232"",""273"",""289"",""293"","
"우장산동,""합계"",""여"",""독거노인현황(성별)"","""",""520"",""575"",""631"",""707"",""718"","
"우장산동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""109"",""136"",""169"",""196"",""199"","
"우장산동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""37"",""51"",""67"",""70"",""77"","
"우장산동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""72"",""85"",""102"",""126"",""122"","
"우장산동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""44"",""27"",""12"",""14"",""15"","
"우장산동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""14"",""8"",""3"",""2"",""3"","
"우장산동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""30"",""19"",""9"",""12"",""12"","
"우장산동,""일   반"",""계"",""독거노인현황(성별)"","""",""578"",""644"",""723"",""786"",""797"","
"우장산동,""일   반"",""남"",""독거노인현황(성별)"","""",""160"",""173"",""203"",""217"",""213"","
"우장산동,""일   반"",""여"",""독거노인현황(성별)"","""",""418"",""471"",""520"",""569"",""584"","
"구로구,""합계"",""계"",""독거노인현황(성별)"","""",""14414"",""14924"",""15983"",""17186"",""18521"","
"구로구,""합계"",""남"",""독거노인현황(성별)"","""",""4849"",""4908"",""5379"",""5820"",""6416"","
"구로구,""합계"",""여"",""독거노인현황(성별)"","""",""9565"",""10016"",""10604"",""11366"",""12105"","
"구로구,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""2718"",""3190"",""3770"",""4345"",""4799"","
"구로구,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""969"",""1187"",""1430"",""1667"",""1877"","
"구로구,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""1749"",""2003"",""2340"",""2678"",""2922"","
"구로구,""저소득노인"",""계"",""독거노인현황(성별)"","""",""686"",""959"",""576"",""524"",""470"","
"구로구,""저소득노인"",""남"",""독거노인현황(성별)"","""",""154"",""225"",""142"",""130"",""119"","
"구로구,""저소득노인"",""여"",""독거노인현황(성별)"","""",""532"",""734"",""434"",""394"",""351"","
"구로구,""일   반"",""계"",""독거노인현황(성별)"","""",""11010"",""10775"",""11637"",""12317"",""13252"","
"구로구,""일   반"",""남"",""독거노인현황(성별)"","""",""3726"",""3496"",""3807"",""4023"",""4420"","
"구로구,""일   반"",""여"",""독거노인현황(성별)"","""",""7284"",""7279"",""7830"",""8294"",""8832"","
"신도림동,""합계"",""계"",""독거노인현황(성별)"","""",""590"",""577"",""621"",""655"",""682"","
"신도림동,""합계"",""남"",""독거노인현황(성별)"","""",""162"",""148"",""163"",""186"",""193"","
"신도림동,""합계"",""여"",""독거노인현황(성별)"","""",""428"",""429"",""458"",""469"",""489"","
"신도림동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""41"",""44"",""53"",""65"",""69"","
"신도림동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""14"",""14"",""16"",""20"",""25"","
"신도림동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""27"",""30"",""37"",""45"",""44"","
"신도림동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""18"",""25"",""19"",""18"",""13"","
"신도림동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""3"",""5"",""4"",""3"",""3"","
"신도림동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""15"",""20"",""15"",""15"",""10"","
"신도림동,""일   반"",""계"",""독거노인현황(성별)"","""",""531"",""508"",""549"",""572"",""600"","
"신도림동,""일   반"",""남"",""독거노인현황(성별)"","""",""145"",""129"",""143"",""163"",""165"","
"신도림동,""일   반"",""여"",""독거노인현황(성별)"","""",""386"",""379"",""406"",""409"",""435"","
"구로1동,""합계"",""계"",""독거노인현황(성별)"","""",""329"",""355"",""380"",""403"",""433"","
"구로1동,""합계"",""남"",""독거노인현황(성별)"","""",""85"",""88"",""99"",""97"",""108"","
"구로1동,""합계"",""여"",""독거노인현황(성별)"","""",""244"",""267"",""281"",""306"",""325"","
"구로1동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""21"",""19"",""25"",""34"",""42"","
"구로1동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""8"",""6"",""7"",""8"",""13"","
"구로1동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""13"",""13"",""18"",""26"",""29"","
"구로1동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""10"",""14"",""12"",""11"",""12"","
"구로1동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""1"",""3"",""5"",""4"",""3"","
"구로1동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""9"",""11"",""7"",""7"",""9"","
"구로1동,""일   반"",""계"",""독거노인현황(성별)"","""",""298"",""322"",""343"",""358"",""379"","
"구로1동,""일   반"",""남"",""독거노인현황(성별)"","""",""76"",""79"",""87"",""85"",""92"","
"구로1동,""일   반"",""여"",""독거노인현황(성별)"","""",""222"",""243"",""256"",""273"",""287"","
"구로3동,""합계"",""계"",""독거노인현황(성별)"","""",""760"",""701"",""760"",""810"",""883"","
"구로3동,""합계"",""남"",""독거노인현황(성별)"","""",""230"",""205"",""232"",""258"",""298"","
"구로3동,""합계"",""여"",""독거노인현황(성별)"","""",""530"",""496"",""528"",""552"",""585"","
"구로3동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""91"",""113"",""139"",""152"",""160"","
"구로3동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""29"",""35"",""48"",""55"",""64"","
"구로3동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""62"",""78"",""91"",""97"",""96"","
"구로3동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""55"",""60"",""33"",""24"",""25"","
"구로3동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""8"",""7"",""4"",""2"",""2"","
"구로3동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""47"",""53"",""29"",""22"",""23"","
"구로3동,""일   반"",""계"",""독거노인현황(성별)"","""",""614"",""528"",""588"",""634"",""698"","
"구로3동,""일   반"",""남"",""독거노인현황(성별)"","""",""193"",""163"",""180"",""201"",""232"","
"구로3동,""일   반"",""여"",""독거노인현황(성별)"","""",""421"",""365"",""408"",""433"",""466"","
"구로4동,""합계"",""계"",""독거노인현황(성별)"","""",""1187"",""1235"",""1338"",""1433"",""1511"","
"구로4동,""합계"",""남"",""독거노인현황(성별)"","""",""388"",""408"",""449"",""479"",""514"","
"구로4동,""합계"",""여"",""독거노인현황(성별)"","""",""799"",""827"",""889"",""954"",""997"","
"구로4동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""253"",""313"",""364"",""421"",""451"","
"구로4동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""82"",""107"",""128"",""153"",""168"","
"구로4동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""171"",""206"",""236"",""268"",""283"","
"구로4동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""54"",""85"",""43"",""36"",""33"","
"구로4동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""10"",""20"",""11"",""9"",""9"","
"구로4동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""44"",""65"",""32"",""27"",""24"","
"구로4동,""일   반"",""계"",""독거노인현황(성별)"","""",""880"",""837"",""931"",""976"",""1027"","
"구로4동,""일   반"",""남"",""독거노인현황(성별)"","""",""296"",""281"",""310"",""317"",""337"","
"구로4동,""일   반"",""여"",""독거노인현황(성별)"","""",""584"",""556"",""621"",""659"",""690"","
"구로5동,""합계"",""계"",""독거노인현황(성별)"","""",""917"",""975"",""1034"",""1132"",""1231"","
"구로5동,""합계"",""남"",""독거노인현황(성별)"","""",""323"",""340"",""370"",""401"",""457"","
"구로5동,""합계"",""여"",""독거노인현황(성별)"","""",""594"",""635"",""664"",""731"",""774"","
"구로5동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""128"",""146"",""186"",""224"",""239"","
"구로5동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""45"",""54"",""71"",""89"",""95"","
"구로5동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""83"",""92"",""115"",""135"",""144"","
"구로5동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""30"",""48"",""34"",""31"",""30"","
"구로5동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""8"",""15"",""8"",""5"",""3"","
"구로5동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""22"",""33"",""26"",""26"",""27"","
"구로5동,""일   반"",""계"",""독거노인현황(성별)"","""",""759"",""781"",""814"",""877"",""962"","
"구로5동,""일   반"",""남"",""독거노인현황(성별)"","""",""270"",""271"",""291"",""307"",""359"","
"구로5동,""일   반"",""여"",""독거노인현황(성별)"","""",""489"",""510"",""523"",""570"",""603"","
"고척1동,""합계"",""계"",""독거노인현황(성별)"","""",""835"",""871"",""931"",""960"",""1036"","
"고척1동,""합계"",""남"",""독거노인현황(성별)"","""",""274"",""289"",""324"",""323"",""359"","
"고척1동,""합계"",""여"",""독거노인현황(성별)"","""",""561"",""582"",""607"",""637"",""677"","
"고척1동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""136"",""147"",""178"",""186"",""200"","
"고척1동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""58"",""56"",""73"",""82"",""92"","
"고척1동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""78"",""91"",""105"",""104"",""108"","
"고척1동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""28"",""48"",""21"",""30"",""26"","
"고척1동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""7"",""9"",""5"",""12"",""11"","
"고척1동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""21"",""39"",""16"",""18"",""15"","
"고척1동,""일   반"",""계"",""독거노인현황(성별)"","""",""671"",""676"",""732"",""744"",""810"","
"고척1동,""일   반"",""남"",""독거노인현황(성별)"","""",""209"",""224"",""246"",""229"",""256"","
"고척1동,""일   반"",""여"",""독거노인현황(성별)"","""",""462"",""452"",""486"",""515"",""554"","
"고척2동,""합계"",""계"",""독거노인현황(성별)"","""",""1055"",""1176"",""1274"",""1385"",""1494"","
"고척2동,""합계"",""남"",""독거노인현황(성별)"","""",""351"",""390"",""434"",""484"",""536"","
"고척2동,""합계"",""여"",""독거노인현황(성별)"","""",""704"",""786"",""840"",""901"",""958"","
"고척2동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""225"",""270"",""338"",""398"",""446"","
"고척2동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""79"",""100"",""124"",""148"",""168"","
"고척2동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""146"",""170"",""214"",""250"",""278"","
"고척2동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""56"",""71"",""51"",""41"",""33"","
"고척2동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""16"",""18"",""13"",""12"",""11"","
"고척2동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""40"",""53"",""38"",""29"",""22"","
"고척2동,""일   반"",""계"",""독거노인현황(성별)"","""",""774"",""835"",""885"",""946"",""1015"","
"고척2동,""일   반"",""남"",""독거노인현황(성별)"","""",""256"",""272"",""297"",""324"",""357"","
"고척2동,""일   반"",""여"",""독거노인현황(성별)"","""",""518"",""563"",""588"",""622"",""658"","
"개봉2동,""합계"",""계"",""독거노인현황(성별)"","""",""954"",""1008"",""1110"",""1191"",""1279"","
"개봉2동,""합계"",""남"",""독거노인현황(성별)"","""",""297"",""298"",""347"",""376"",""397"","
"개봉2동,""합계"",""여"",""독거노인현황(성별)"","""",""657"",""710"",""763"",""815"",""882"","
"개봉2동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""180"",""212"",""255"",""291"",""312"","
"개봉2동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""70"",""84"",""106"",""121"",""128"","
"개봉2동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""110"",""128"",""149"",""170"",""184"","
"개봉2동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""35"",""52"",""38"",""27"",""25"","
"개봉2동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""7"",""8"",""9"",""8"",""7"","
"개봉2동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""28"",""44"",""29"",""19"",""18"","
"개봉2동,""일   반"",""계"",""독거노인현황(성별)"","""",""739"",""744"",""817"",""873"",""942"","
"개봉2동,""일   반"",""남"",""독거노인현황(성별)"","""",""220"",""206"",""232"",""247"",""262"","
"개봉2동,""일   반"",""여"",""독거노인현황(성별)"","""",""519"",""538"",""585"",""626"",""680"","
"개봉3동,""합계"",""계"",""독거노인현황(성별)"","""",""809"",""862"",""929"",""992"",""1066"","
"개봉3동,""합계"",""남"",""독거노인현황(성별)"","""",""247"",""249"",""278"",""300"",""326"","
"개봉3동,""합계"",""여"",""독거노인현황(성별)"","""",""562"",""613"",""651"",""692"",""740"","
"개봉3동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""170"",""162"",""184"",""203"",""216"","
"개봉3동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""52"",""61"",""72"",""81"",""88"","
"개봉3동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""118"",""101"",""112"",""122"",""128"","
"개봉3동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""41"",""50"",""32"",""37"",""34"","
"개봉3동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""9"",""13"",""11"",""10"",""10"","
"개봉3동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""32"",""37"",""21"",""27"",""24"","
"개봉3동,""일   반"",""계"",""독거노인현황(성별)"","""",""598"",""650"",""713"",""752"",""816"","
"개봉3동,""일   반"",""남"",""독거노인현황(성별)"","""",""186"",""175"",""195"",""209"",""228"","
"개봉3동,""일   반"",""여"",""독거노인현황(성별)"","""",""412"",""475"",""518"",""543"",""588"","
"오류1동,""합계"",""계"",""독거노인현황(성별)"","""",""925"",""969"",""1019"",""1114"",""1184"","
"오류1동,""합계"",""남"",""독거노인현황(성별)"","""",""351"",""352"",""372"",""408"",""433"","
"오류1동,""합계"",""여"",""독거노인현황(성별)"","""",""574"",""617"",""647"",""706"",""751"","
"오류1동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""220"",""278"",""349"",""404"",""426"","
"오류1동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""95"",""117"",""143"",""156"",""166"","
"오류1동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""125"",""161"",""206"",""248"",""260"","
"오류1동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""54"",""92"",""38"",""45"",""41"","
"오류1동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""10"",""23"",""8"",""14"",""13"","
"오류1동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""44"",""69"",""30"",""31"",""28"","
